# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_stop_gained	variants_effect_upstream_gene_variant
yaiV	gene-ECB_00322	TRANSCRIPT_gene-ECB_00322	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yaiW	gene-ECB_00325	TRANSCRIPT_gene-ECB_00325	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yajG	gene-ECB_00385	TRANSCRIPT_gene-ECB_00385	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybaA	gene-ECB_00407	TRANSCRIPT_gene-ECB_00407	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaE	gene-ECB_00397	TRANSCRIPT_gene-ECB_00397	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaJ	gene-ECB_00412	TRANSCRIPT_gene-ECB_00412	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaK	gene-ECB_00432	TRANSCRIPT_gene-ECB_00432	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaL	gene-ECB_00429	TRANSCRIPT_gene-ECB_00429	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ybaV	gene-ECB_00394	TRANSCRIPT_gene-ECB_00394	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybaW	gene-ECB_00395	TRANSCRIPT_gene-ECB_00395	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybaX	gene-ECB_00396	TRANSCRIPT_gene-ECB_00396	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaY	gene-ECB_00405	TRANSCRIPT_gene-ECB_00405	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybaZ	gene-ECB_00406	TRANSCRIPT_gene-ECB_00406	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybbA	gene-ECB_00446	TRANSCRIPT_gene-ECB_00446	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybbC	gene-ECB_00449	TRANSCRIPT_gene-ECB_00449	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybbD	gene-ECB_00451	TRANSCRIPT_gene-ECB_00451	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybbO	gene-ECB_00444	TRANSCRIPT_gene-ECB_00444	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybbP	gene-ECB_00447	TRANSCRIPT_gene-ECB_00447	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybcW	gene-ECB_01513	TRANSCRIPT_gene-ECB_01513	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
ybeD	gene-ECB_00600	TRANSCRIPT_gene-ECB_00600	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybeF	gene-ECB_00598	TRANSCRIPT_gene-ECB_00598	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ybeM	gene-ECB_00595	TRANSCRIPT_gene-ECB_00595	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
ybeR	gene-ECB_00614	TRANSCRIPT_gene-ECB_00614	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybeV	gene-ECB_00615	TRANSCRIPT_gene-ECB_00615	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybfA	gene-ECB_00657	TRANSCRIPT_gene-ECB_00657	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybfB	gene-ECB_00659	TRANSCRIPT_gene-ECB_00659	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybiB	gene-ECB_00767	TRANSCRIPT_gene-ECB_00767	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybiC	gene-ECB_00768	TRANSCRIPT_gene-ECB_00768	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybiI	gene-ECB_00770	TRANSCRIPT_gene-ECB_00770	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ybiJ	gene-ECB_00769	TRANSCRIPT_gene-ECB_00769	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybiL	gene-ECB_00772	TRANSCRIPT_gene-ECB_00772	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybiM	gene-ECB_00773	TRANSCRIPT_gene-ECB_00773	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybiN	gene-ECB_00774	TRANSCRIPT_gene-ECB_00774	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybiO	gene-ECB_00775	TRANSCRIPT_gene-ECB_00775	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybiX	gene-ECB_00771	TRANSCRIPT_gene-ECB_00771	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybjF	gene-ECB_00864	TRANSCRIPT_gene-ECB_00864	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybjL	gene-ECB_00852	TRANSCRIPT_gene-ECB_00852	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybjM	gene-ECB_00853	TRANSCRIPT_gene-ECB_00853	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybjO	gene-ECB_00863	TRANSCRIPT_gene-ECB_00863	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybjP	gene-ECB_00870	TRANSCRIPT_gene-ECB_00870	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ybjQ	gene-ECB_00871	TRANSCRIPT_gene-ECB_00871	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ybjR	gene-ECB_00872	TRANSCRIPT_gene-ECB_00872	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycbB	gene-ECB_00929	TRANSCRIPT_gene-ECB_00929	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ycbF	gene-ECB_00948	TRANSCRIPT_gene-ECB_00948	protein_coding	0	0	3	0	0	0	0	1	0	0	0	0	2
ycbK	gene-ECB_00930	TRANSCRIPT_gene-ECB_00930	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycbL	gene-ECB_00931	TRANSCRIPT_gene-ECB_00931	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycbQ	gene-ECB_00942	TRANSCRIPT_gene-ECB_00942	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
ycbR	gene-ECB_00943	TRANSCRIPT_gene-ECB_00943	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
ycbS	gene-ECB_00944	TRANSCRIPT_gene-ECB_00944	protein_coding	1	0	2	0	0	0	0	2	1	0	0	0	0
ycbT	gene-ECB_00945	TRANSCRIPT_gene-ECB_00945	protein_coding	1	0	2	0	0	0	0	1	1	0	0	0	1
ycbU	gene-ECB_00946	TRANSCRIPT_gene-ECB_00946	protein_coding	0	0	3	0	0	0	0	1	0	0	0	0	2
ycbV	gene-ECB_00947	TRANSCRIPT_gene-ECB_00947	protein_coding	0	0	3	0	0	0	0	1	0	0	0	0	2
ycbW	gene-ECB_00950	TRANSCRIPT_gene-ECB_00950	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	3
ycbX	gene-ECB_00951	TRANSCRIPT_gene-ECB_00951	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
ycbY	gene-ECB_00952	TRANSCRIPT_gene-ECB_00952	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccA	gene-ECB_00974	TRANSCRIPT_gene-ECB_00974	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yccC	gene-ECB_00984	TRANSCRIPT_gene-ECB_00984	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccK	gene-ECB_00973	TRANSCRIPT_gene-ECB_00973	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yccT	gene-ECB_00968	TRANSCRIPT_gene-ECB_00968	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccU	gene-ECB_00969	TRANSCRIPT_gene-ECB_00969	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yccV	gene-ECB_00970	TRANSCRIPT_gene-ECB_00970	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccW	gene-ECB_00971	TRANSCRIPT_gene-ECB_00971	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yccX	gene-ECB_00972	TRANSCRIPT_gene-ECB_00972	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccY	gene-ECB_00985	TRANSCRIPT_gene-ECB_00985	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yccZ	gene-ECB_00986	TRANSCRIPT_gene-ECB_00986	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ycdS	gene-ECB_01026	TRANSCRIPT_gene-ECB_01026	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycdT	gene-ECB_01027	TRANSCRIPT_gene-ECB_01027	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ycdW	gene-ECB_01030	TRANSCRIPT_gene-ECB_01030	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycdX	gene-ECB_01031	TRANSCRIPT_gene-ECB_01031	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycdY	gene-ECB_01032	TRANSCRIPT_gene-ECB_01032	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycdZ	gene-ECB_01033	TRANSCRIPT_gene-ECB_01033	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yceD	gene-ECB_01084	TRANSCRIPT_gene-ECB_01084	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yceF	gene-ECB_01083	TRANSCRIPT_gene-ECB_01083	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yceG	gene-ECB_01093	TRANSCRIPT_gene-ECB_01093	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
ycfF	gene-ECB_01099	TRANSCRIPT_gene-ECB_01099	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycfH	gene-ECB_01096	TRANSCRIPT_gene-ECB_01096	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ycfL	gene-ECB_01100	TRANSCRIPT_gene-ECB_01100	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycfM	gene-ECB_01101	TRANSCRIPT_gene-ECB_01101	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ycgV	gene-ECB_01177	TRANSCRIPT_gene-ECB_01177	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ychF	gene-ECB_01178	TRANSCRIPT_gene-ECB_01178	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ychH	gene-ECB_01180	TRANSCRIPT_gene-ECB_01180	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ychM	gene-ECB_01181	TRANSCRIPT_gene-ECB_01181	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydaF	gene-ECB_01332	TRANSCRIPT_gene-ECB_01332	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydaG	gene-ECB_01333	TRANSCRIPT_gene-ECB_01333	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydbC	gene-ECB_01361	TRANSCRIPT_gene-ECB_01361	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydbD	gene-ECB_01362	TRANSCRIPT_gene-ECB_01362	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydbH	gene-ECB_01353	TRANSCRIPT_gene-ECB_01353	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydbJ	gene-ECB_01350	TRANSCRIPT_gene-ECB_01350	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydbK	gene-ECB_01349	TRANSCRIPT_gene-ECB_01349	protein_coding	0	0	3	0	0	0	0	3	0	0	0	0	0
ydbL	gene-ECB_01355	TRANSCRIPT_gene-ECB_01355	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydcG	gene-ECB_01381	TRANSCRIPT_gene-ECB_01381	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydcH	gene-ECB_01383	TRANSCRIPT_gene-ECB_01383	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydcJ	gene-ECB_01380	TRANSCRIPT_gene-ECB_01380	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydcK	gene-ECB_01385	TRANSCRIPT_gene-ECB_01385	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ydcL	gene-ECB_01388	TRANSCRIPT_gene-ECB_01388	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydcM	gene-ECB_01390	TRANSCRIPT_gene-ECB_01390	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydcO	gene-ECB_01391	TRANSCRIPT_gene-ECB_01391	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydfK	gene-ECB_01503	TRANSCRIPT_gene-ECB_01503	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydfP	gene-ECB_01518	TRANSCRIPT_gene-ECB_01518	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydfQ-1	gene-ECB_01337	TRANSCRIPT_gene-ECB_01337	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydfQ-2	gene-ECB_01519	TRANSCRIPT_gene-ECB_01519	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydfR	gene-ECB_01520	TRANSCRIPT_gene-ECB_01520	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydgD	gene-ECB_01567	TRANSCRIPT_gene-ECB_01567	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydgE	gene-ECB_01568	TRANSCRIPT_gene-ECB_01568	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydgF	gene-ECB_01569	TRANSCRIPT_gene-ECB_01569	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydgG	gene-ECB_01570	TRANSCRIPT_gene-ECB_01570	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ydgH	gene-ECB_01573	TRANSCRIPT_gene-ECB_01573	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydgI	gene-ECB_01574	TRANSCRIPT_gene-ECB_01574	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydhA	gene-ECB_01609	TRANSCRIPT_gene-ECB_01609	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydhB	gene-ECB_01630	TRANSCRIPT_gene-ECB_01630	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydhC	gene-ECB_01631	TRANSCRIPT_gene-ECB_01631	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydhF	gene-ECB_01617	TRANSCRIPT_gene-ECB_01617	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
ydhH	gene-ECB_01610	TRANSCRIPT_gene-ECB_01610	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydhI	gene-ECB_01613	TRANSCRIPT_gene-ECB_01613	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydhJ	gene-ECB_01614	TRANSCRIPT_gene-ECB_01614	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydhK	gene-ECB_01615	TRANSCRIPT_gene-ECB_01615	protein_coding	0	1	1	0	0	1	0	1	0	0	0	0	0
ydhL	gene-ECB_01618	TRANSCRIPT_gene-ECB_01618	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
ydhM	gene-ECB_01619	TRANSCRIPT_gene-ECB_01619	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
ydhP	gene-ECB_01627	TRANSCRIPT_gene-ECB_01627	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydhQ	gene-ECB_01635	TRANSCRIPT_gene-ECB_01635	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydhR	gene-ECB_01636	TRANSCRIPT_gene-ECB_01636	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiB	gene-ECB_01661	TRANSCRIPT_gene-ECB_01661	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiH	gene-ECB_01654	TRANSCRIPT_gene-ECB_01654	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiI	gene-ECB_01655	TRANSCRIPT_gene-ECB_01655	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiJ	gene-ECB_01656	TRANSCRIPT_gene-ECB_01656	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiK	gene-ECB_01657	TRANSCRIPT_gene-ECB_01657	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ydiL	gene-ECB_01658	TRANSCRIPT_gene-ECB_01658	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiM	ydiM	gene-ECB_01659	pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	1
ydiN	gene-ECB_01660	TRANSCRIPT_gene-ECB_01660	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ydjA	gene-ECB_01734	TRANSCRIPT_gene-ECB_01734	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydjC	gene-ECB_01702	TRANSCRIPT_gene-ECB_01702	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydjM	gene-ECB_01697	TRANSCRIPT_gene-ECB_01697	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydjN	gene-ECB_01698	TRANSCRIPT_gene-ECB_01698	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ydjO	gene-ECB_01699	TRANSCRIPT_gene-ECB_01699	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeaH	gene-ECB_01753	TRANSCRIPT_gene-ECB_01753	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaI	gene-ECB_01754	TRANSCRIPT_gene-ECB_01754	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaJ	gene-ECB_01755	TRANSCRIPT_gene-ECB_01755	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaK	gene-ECB_01756	TRANSCRIPT_gene-ECB_01756	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaL	gene-ECB_01758	TRANSCRIPT_gene-ECB_01758	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeaM	gene-ECB_01759	TRANSCRIPT_gene-ECB_01759	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaN	gene-ECB_01760	TRANSCRIPT_gene-ECB_01760	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeaO	gene-ECB_01761	TRANSCRIPT_gene-ECB_01761	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeaP	gene-ECB_01763	TRANSCRIPT_gene-ECB_01763	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeaQ	gene-ECB_01764	TRANSCRIPT_gene-ECB_01764	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeaR	gene-ECB_01766	TRANSCRIPT_gene-ECB_01766	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeaS	gene-ECB_01768	TRANSCRIPT_gene-ECB_01768	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaT	gene-ECB_01769	TRANSCRIPT_gene-ECB_01769	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaU	gene-ECB_01770	TRANSCRIPT_gene-ECB_01770	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeaV	gene-ECB_01771	TRANSCRIPT_gene-ECB_01771	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeaW	gene-ECB_01772	TRANSCRIPT_gene-ECB_01772	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaX	gene-ECB_01773	TRANSCRIPT_gene-ECB_01773	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaY	gene-ECB_01776	TRANSCRIPT_gene-ECB_01776	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeaZ	gene-ECB_01777	TRANSCRIPT_gene-ECB_01777	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yebN	gene-ECB_01791	TRANSCRIPT_gene-ECB_01791	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yebO	gene-ECB_01795	TRANSCRIPT_gene-ECB_01795	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yebQ	gene-ECB_01799	TRANSCRIPT_gene-ECB_01799	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yecA	gene-ECB_01876	TRANSCRIPT_gene-ECB_01876	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yecH	gene-ECB_01874	TRANSCRIPT_gene-ECB_01874	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yecI	gene-ECB_01870	TRANSCRIPT_gene-ECB_01870	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yecJ	gene-ECB_01871	TRANSCRIPT_gene-ECB_01871	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yecM	gene-ECB_01846	TRANSCRIPT_gene-ECB_01846	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yecP	gene-ECB_01842	TRANSCRIPT_gene-ECB_01842	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yecR	gene-ECB_01872	TRANSCRIPT_gene-ECB_01872	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yecT	gene-ECB_01848	TRANSCRIPT_gene-ECB_01848	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yedU	gene-ECB_01882	TRANSCRIPT_gene-ECB_01882	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeeA	gene-ECB_01911	TRANSCRIPT_gene-ECB_01911	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeeD	gene-ECB_01915	TRANSCRIPT_gene-ECB_01915	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeeE	gene-ECB_01916	TRANSCRIPT_gene-ECB_01916	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeeF	gene-ECB_01917	TRANSCRIPT_gene-ECB_01917	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yeeJ	gene-ECB_01891	TRANSCRIPT_gene-ECB_01891	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeeL	yeeL	gene-ECB_01892	pseudogene	0	0	2	0	0	0	0	2	0	0	0	0	0
yeeN	gene-ECB_01895	TRANSCRIPT_gene-ECB_01895	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeeO	gene-ECB_01896	TRANSCRIPT_gene-ECB_01896	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
yeeX	gene-ECB_01910	TRANSCRIPT_gene-ECB_01910	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeeY	gene-ECB_01918	TRANSCRIPT_gene-ECB_01918	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeeZ	gene-ECB_01919	TRANSCRIPT_gene-ECB_01919	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yegT	gene-ECB_02026	TRANSCRIPT_gene-ECB_02026	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yegU	gene-ECB_02027	TRANSCRIPT_gene-ECB_02027	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yegV	gene-ECB_02028	TRANSCRIPT_gene-ECB_02028	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yegW	gene-ECB_02029	TRANSCRIPT_gene-ECB_02029	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeiA	gene-ECB_02076	TRANSCRIPT_gene-ECB_02076	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeiB	gene-ECB_02081	TRANSCRIPT_gene-ECB_02081	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yeiE	gene-ECB_02086	TRANSCRIPT_gene-ECB_02086	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yeiG	gene-ECB_02083	TRANSCRIPT_gene-ECB_02083	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	1
yeiT	gene-ECB_02075	TRANSCRIPT_gene-ECB_02075	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfaD	gene-ECB_02170	TRANSCRIPT_gene-ECB_02170	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfaE	gene-ECB_02162	TRANSCRIPT_gene-ECB_02162	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfaH	gene-ECB_02164	TRANSCRIPT_gene-ECB_02164	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfaL	gene-ECB_02159	TRANSCRIPT_gene-ECB_02159	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yfaP	gene-ECB_02152	TRANSCRIPT_gene-ECB_02152	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfaU	gene-ECB_02171	TRANSCRIPT_gene-ECB_02171	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfbL	yfbL	gene-ECB_02197	pseudogene	0	0	1	0	0	0	0	1	0	0	0	0	0
yfbM	gene-ECB_02198	TRANSCRIPT_gene-ECB_02198	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfcTU	gene-ECB_02262	TRANSCRIPT_gene-ECB_02262	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfcV	gene-ECB_02263	TRANSCRIPT_gene-ECB_02263	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfcX	gene-ECB_02265	TRANSCRIPT_gene-ECB_02265	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	1
yfcY	gene-ECB_02266	TRANSCRIPT_gene-ECB_02266	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yfcZ	gene-ECB_02267	TRANSCRIPT_gene-ECB_02267	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yfdC	gene-ECB_02273	TRANSCRIPT_gene-ECB_02273	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfdF	yfdF	gene-ECB_02269	pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	1
yfeA	gene-ECB_02303	TRANSCRIPT_gene-ECB_02303	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfeO	gene-ECB_02299	TRANSCRIPT_gene-ECB_02299	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yfhA	gene-ECB_02446	TRANSCRIPT_gene-ECB_02446	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfhB	gene-ECB_02454	TRANSCRIPT_gene-ECB_02454	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfhD	yfhD	gene-ECB_02450	pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	1
yfhG	gene-ECB_02447	TRANSCRIPT_gene-ECB_02447	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
